case_id,benchmark_id,family,label,mode,coeff,alternate_coeff,maxdim,dimension,threshold_label,threshold_value,matrix_size,distance_matrix_hash,point_cloud_hash,boundary_condition,classification,mechanism,notes,baseline_zero_metric,ripser_dionysus_exact,float32_roundtrip_matches,gudhi_extra_interval_count,gudhi_extra_zero_length_count,gudhi_extra_threshold_touching_count,gudhi_extra_short_count,gudhi_extra_max_length,quantized_or_exact_variant_classification,quantized_or_exact_variant_exact_all,jitter_variant_classification,jitter_variant_exact_all,scale_half_exact_all,scale_double_exact_all,alpha_vs_2alpha_matches,alpha_vs_2alpha_candidate,alternate_coeff_classification,alternate_coeff_mechanism,alternate_coeff_same_classification,infinite_bar_counts_equal,infinite_bar_count_gudhi,infinite_bar_count_ripser,infinite_bar_count_dionysus,diagonal_zero,approximation_flags_disabled,input_matrix_path,point_cloud_path,case_audit_path,audit_case_command
tfim_pbc_n4_g0p50__floating__p3__h1__selected,tfim_pbc_n4_g0p50__floating,A,"TFIM PBC N=4, g=0.50",floating,3,2,1,0,selected,1.119133843184316,4,3512251ede57c0736500b2c075279f1e3be4adafd406694b1f21bd0967660530,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,3,0,3,0,1.119133843184316,no discrepancy,True,unresolved,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__floating__p3__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__floating__p3__h1__selected
tfim_pbc_n4_g0p50__floating__p3__h1__selected,tfim_pbc_n4_g0p50__floating,A,"TFIM PBC N=4, g=0.50",floating,3,2,1,1,selected,1.119133843184316,4,3512251ede57c0736500b2c075279f1e3be4adafd406694b1f21bd0967660530,,pbc,convention mismatch,truncated-filtration infinite-bar handling,The disagreement is entirely unmatched infinite bars born at the truncation threshold.,False,True,False,0,0,0,0,0.0,no discrepancy,True,convention mismatch,False,True,False,,False,convention mismatch,truncated-filtration infinite-bar handling,True,False,0,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__floating__p3__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__floating__p3__h1__selected
tfim_pbc_n4_g0p50__floating__p3__h1__full,tfim_pbc_n4_g0p50__floating,A,"TFIM PBC N=4, g=0.50",floating,3,2,1,0,full,1.1405648750053994,4,3512251ede57c0736500b2c075279f1e3be4adafd406694b1f21bd0967660530,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,3,0,0,0,1.119133843184316,no discrepancy,True,floating-point artifact,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__floating__p3__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__floating__p3__h1__full
tfim_pbc_n4_g0p50__floating__p3__h1__full,tfim_pbc_n4_g0p50__floating,A,"TFIM PBC N=4, g=0.50",floating,3,2,1,1,full,1.1405648750053994,4,3512251ede57c0736500b2c075279f1e3be4adafd406694b1f21bd0967660530,,pbc,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,3,2,3,2,0.0214310884475708,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__floating__p3__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__floating__p3__h1__full
tfim_pbc_n4_g0p50__floating__p3__h2__selected,tfim_pbc_n4_g0p50__floating,A,"TFIM PBC N=4, g=0.50",floating,3,2,2,0,selected,1.119133843184316,4,3512251ede57c0736500b2c075279f1e3be4adafd406694b1f21bd0967660530,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,3,0,3,0,1.119133843184316,no discrepancy,True,unresolved,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__floating__p3__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__floating__p3__h2__selected
tfim_pbc_n4_g0p50__floating__p3__h2__selected,tfim_pbc_n4_g0p50__floating,A,"TFIM PBC N=4, g=0.50",floating,3,2,2,1,selected,1.119133843184316,4,3512251ede57c0736500b2c075279f1e3be4adafd406694b1f21bd0967660530,,pbc,convention mismatch,truncated-filtration infinite-bar handling,The disagreement is entirely unmatched infinite bars born at the truncation threshold.,False,True,False,0,0,0,0,0.0,no discrepancy,True,convention mismatch,False,True,False,,False,convention mismatch,truncated-filtration infinite-bar handling,True,False,0,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__floating__p3__h2__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__floating__p3__h2__selected
tfim_pbc_n4_g0p50__floating__p3__h2__full,tfim_pbc_n4_g0p50__floating,A,"TFIM PBC N=4, g=0.50",floating,3,2,2,0,full,1.1405648750053994,4,3512251ede57c0736500b2c075279f1e3be4adafd406694b1f21bd0967660530,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,3,0,0,0,1.119133843184316,no discrepancy,True,floating-point artifact,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__floating__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__floating__p3__h2__full
tfim_pbc_n4_g0p50__floating__p3__h2__full,tfim_pbc_n4_g0p50__floating,A,"TFIM PBC N=4, g=0.50",floating,3,2,2,1,full,1.1405648750053994,4,3512251ede57c0736500b2c075279f1e3be4adafd406694b1f21bd0967660530,,pbc,convention mismatch,zero-length bar reporting,The floating rerun adds endpoint drift on top of the same convention mismatch that persists after exact quantization.,True,True,False,3,2,3,2,0.0214310884475708,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__floating__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__floating__p3__h2__full
tfim_pbc_n4_g0p50__floating__p3__h2__full,tfim_pbc_n4_g0p50__floating,A,"TFIM PBC N=4, g=0.50",floating,3,2,2,2,full,1.1405648750053994,4,3512251ede57c0736500b2c075279f1e3be4adafd406694b1f21bd0967660530,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,1,1,1,1,0.0,convention mismatch,False,no discrepancy,True,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__floating__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__floating__p3__h2__full
tfim_pbc_n4_g0p50__quantized__p2__h1__full,tfim_pbc_n4_g0p50__quantized,A,"TFIM PBC N=4, g=0.50",quantized,2,3,1,1,full,1.140625,4,499f4a50645bb879c7d11bef88e7c03c1206d892b87b035c08f9450c923610e2,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,2,2,2,2,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__quantized__p2__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__quantized__p2__h1__full
tfim_pbc_n4_g0p50__quantized__p2__h2__full,tfim_pbc_n4_g0p50__quantized,A,"TFIM PBC N=4, g=0.50",quantized,2,3,2,1,full,1.140625,4,499f4a50645bb879c7d11bef88e7c03c1206d892b87b035c08f9450c923610e2,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,2,2,2,2,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__quantized__p2__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__quantized__p2__h2__full
tfim_pbc_n4_g0p50__quantized__p2__h2__full,tfim_pbc_n4_g0p50__quantized,A,"TFIM PBC N=4, g=0.50",quantized,2,3,2,2,full,1.140625,4,499f4a50645bb879c7d11bef88e7c03c1206d892b87b035c08f9450c923610e2,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,1,1,1,1,0.0,convention mismatch,False,no discrepancy,True,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__quantized__p2__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__quantized__p2__h2__full
tfim_pbc_n4_g0p50__quantized__p3__h1__full,tfim_pbc_n4_g0p50__quantized,A,"TFIM PBC N=4, g=0.50",quantized,3,2,1,1,full,1.140625,4,499f4a50645bb879c7d11bef88e7c03c1206d892b87b035c08f9450c923610e2,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,2,2,2,2,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__quantized__p3__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__quantized__p3__h1__full
tfim_pbc_n4_g0p50__quantized__p3__h2__full,tfim_pbc_n4_g0p50__quantized,A,"TFIM PBC N=4, g=0.50",quantized,3,2,2,1,full,1.140625,4,499f4a50645bb879c7d11bef88e7c03c1206d892b87b035c08f9450c923610e2,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,2,2,2,2,0.0,convention mismatch,False,unresolved,False,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__quantized__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__quantized__p3__h2__full
tfim_pbc_n4_g0p50__quantized__p3__h2__full,tfim_pbc_n4_g0p50__quantized,A,"TFIM PBC N=4, g=0.50",quantized,3,2,2,2,full,1.140625,4,499f4a50645bb879c7d11bef88e7c03c1206d892b87b035c08f9450c923610e2,,pbc,convention mismatch,zero-length bar reporting,"The disagreement is entirely unmatched zero-length bars, which only GUDHI reports.",True,True,False,1,1,1,1,0.0,convention mismatch,False,no discrepancy,True,True,False,,False,convention mismatch,zero-length bar reporting,True,True,0,0,0,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g0p50__quantized/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g0p50__quantized__p3__h2__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g0p50__quantized__p3__h2__full
tfim_pbc_n4_g1p00__floating__p2__h1__selected,tfim_pbc_n4_g1p00__floating,A,"TFIM PBC N=4, g=1.00",floating,2,3,1,0,selected,1.7308043394454913,4,4ea00fb970ef00d9e7dd5695a4a2bae52dd8adbba3d4f7c78cdfb2dc94c9028d,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,3,0,3,0,1.7308043394454913,no discrepancy,True,unresolved,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g1p00__floating__p2__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g1p00__floating__p2__h1__selected
tfim_pbc_n4_g1p00__floating__p2__h1__selected,tfim_pbc_n4_g1p00__floating,A,"TFIM PBC N=4, g=1.00",floating,2,3,1,1,selected,1.7308043394454913,4,4ea00fb970ef00d9e7dd5695a4a2bae52dd8adbba3d4f7c78cdfb2dc94c9028d,,pbc,convention mismatch,truncated-filtration infinite-bar handling,The disagreement is entirely unmatched infinite bars born at the truncation threshold.,False,True,False,0,0,0,0,0.0,no discrepancy,True,convention mismatch,False,True,False,,False,convention mismatch,truncated-filtration infinite-bar handling,True,False,0,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g1p00__floating__p2__h1__selected.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g1p00__floating__p2__h1__selected
tfim_pbc_n4_g1p00__floating__p2__h1__full,tfim_pbc_n4_g1p00__floating,A,"TFIM PBC N=4, g=1.00",floating,2,3,1,0,full,2.0553334879376455,4,4ea00fb970ef00d9e7dd5695a4a2bae52dd8adbba3d4f7c78cdfb2dc94c9028d,,pbc,floating-point artifact,float64-vs-float32 endpoint rounding,GUDHI matches Ripser.py/Dionysus after a float32 round-trip of the interval endpoints.,True,True,True,3,0,0,0,1.7308043394454913,no discrepancy,True,floating-point artifact,False,True,False,,False,floating-point artifact,float64-vs-float32 endpoint rounding,True,True,1,1,1,True,True,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/inputs/tfim_pbc_n4_g1p00__floating/distance_matrix.npy,,/mnt/c/Users/한구원/Desktop/Formal-Verification-and-Cross-Library-Reproducibility-of-Persistent-Homology-/artifacts/audit/cases/tfim_pbc_n4_g1p00__floating__p2__h1__full.json,PYTHONPATH=src python scripts/run_audit_conventions.py --conformance-dir artifacts --output-dir artifacts/audit --case-id tfim_pbc_n4_g1p00__floating__p2__h1__full
